Competency,FLO,rubric_value,description,definition,characteristics
QNT,2,1 – Beginning,Quantitative Literacy – QNT2 Analyze information – Students analyze information presented in multiple mathematical forms.  ,Beginning performances do not meet the expectations Students examine the structure of information in one for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning explain the concepts methodically and in detail. outcome. This is the expected skill level for our incoming freshman. , of the four forms listed in the Level 4 description and    
QNT,2,0 – Unsatisfactory,Quantitative Literacy – QNT2 Analyze information – Students analyze information presented in multiple mathematical forms.  ,  Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,Students are unable to examine the structure of information in the four forms listed in the Level 4 description and cannot explain the concepts methodically or in detail. 
QNT,3,4 – Advanced,"Quantitative Literacy – QNT3 Apply approaches – Students apply quantitative approaches to solve problems and draw plausible conclusions. Examples of quantitative approaches include: modeling with a function or equation, using a formula, following the steps of a procedure, performing calculations, using trial and error, estimating,",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. , Students apply three or more quantitative approaches to solve problems and construct compelling arguments for their conclusions.  
QNT,3,3 – Proficient,"Quantitative Literacy – QNT3 Apply approaches – Students apply quantitative approaches to solve problems and draw plausible conclusions. Examples of quantitative approaches include: modeling with a function or equation, using a formula, following the steps of a procedure, performing calculations, using trial and error, estimating,",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation. , Students apply at least two different quantitative approaches to solve problems and construct strong arguments for their conclusions.  
QNT,3,2 – Progressing,"Quantitative Literacy – QNT3 Apply approaches – Students apply quantitative approaches to solve problems and draw plausible conclusions. Examples of quantitative approaches include: modeling with a function or equation, using a formula, following the steps of a procedure, performing calculations, using trial and error, estimating,","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ", Students apply at least two different quantitative approaches to solve problems but construct only weak arguments for their conclusions.   
QNT,3,1 – Beginning,"Quantitative Literacy – QNT3 Apply approaches – Students apply quantitative approaches to solve problems and draw plausible conclusions. Examples of quantitative approaches include: modeling with a function or equation, using a formula, following the steps of a procedure, performing calculations, using trial and error, estimating,",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning solve problems and construct flawed arguments for outcome. This is the expected skill level for our incoming freshman. , Students apply at least one quantitative approach to  their conclusions.  
QNT,3,0 – Unsatisfactory,"Quantitative Literacy – QNT3 Apply approaches – Students apply quantitative approaches to solve problems and draw plausible conclusions. Examples of quantitative approaches include: modeling with a function or equation, using a formula, following the steps of a procedure, performing calculations, using trial and error, estimating,",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete., Students are unable to apply even one quantitative approach to solve problems. 
QNT,4,4 – Advanced,"Quantitative Literacy – QNT4 Evaluate approaches – Students evaluate approaches to estimation, modeling, and analysis of data, including assumptions, practical consequences, and limitations. ",  Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,"Students review approaches to problem solving, judge the quality of the arguments that support conclusions, and identify the use of at least four different quantitative approaches.   "
QNT,4,3 – Proficient,"Quantitative Literacy – QNT4 Evaluate approaches – Students evaluate approaches to estimation, modeling, and analysis of data, including assumptions, practical consequences, and limitations. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation. ,"Students review approaches to problem solving, judge the quality of the arguments that support conclusions, and identify the use of at least three different quantitative approaches.  "
QNT,4,2 – Progressing,"Quantitative Literacy – QNT4 Evaluate approaches – Students evaluate approaches to estimation, modeling, and analysis of data, including assumptions, practical consequences, and limitations. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ","Students review approaches to problem solving, judge the quality of the arguments that support conclusions, and identify the use of at least two different quantitative approaches.   "
QNT,4,1 – Beginning,"Quantitative Literacy – QNT4 Evaluate approaches – Students evaluate approaches to estimation, modeling, and analysis of data, including assumptions, practical consequences, and limitations. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,"Students review approaches to problem solving, judge the quality of the arguments that support conclusions, and identify the use of at least one quantitative approach.  "
QNT,4,0 – Unsatisfactory,"Quantitative Literacy – QNT4 Evaluate approaches – Students evaluate approaches to estimation, modeling, and analysis of data, including assumptions, practical consequences, and limitations. ",  Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,Students review approaches to problem solving but are unable to judge the quality of the arguments that support conclusions or identify the use of even one quantitative approach. 
SSOC,1,4 – Advanced,"Self and Society – SOC1 Self – Students using social science theory and methods will be able to describe conceptions of self, others and social systems. ",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,     
SSOC,1,3 – Proficient,"Self and Society – SOC1 Self – Students using social science theory and methods will be able to describe conceptions of self, others and social systems. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,      
SSOC,1,2 – Progressing,"Self and Society – SOC1 Self – Students using social science theory and methods will be able to describe conceptions of self, others and social systems. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ",      
SSOC,1,1 – Beginning,"Self and Society – SOC1 Self – Students using social science theory and methods will be able to describe conceptions of self, others and social systems. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,     
SSOC,1,0 – Unsatisfactory,"Self and Society – SOC1 Self – Students using social science theory and methods will be able to describe conceptions of self, others and social systems. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,   
SSOC,2,4 – Advanced,"Self and Society – SOC2 Society – Students using social science theory and methods will be able to evaluate human interactions within relationships, social groups, organizations, communities, and institutions. ",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,     
SSOC,2,3 – Proficient,"Self and Society – SOC2 Society – Students using social science theory and methods will be able to evaluate human interactions within relationships, social groups, organizations, communities, and institutions. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,      
SSOC,2,2 – Progressing,"Self and Society – SOC2 Society – Students using social science theory and methods will be able to evaluate human interactions within relationships, social groups, organizations, communities, and institutions. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ",      
SSOC,2,1 – Beginning,"Self and Society – SOC2 Society – Students using social science theory and methods will be able to evaluate human interactions within relationships, social groups, organizations, communities, and institutions. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,     
SSOC,2,0 – Unsatisfactory,"Self and Society – SOC2 Society – Students using social science theory and methods will be able to evaluate human interactions within relationships, social groups, organizations, communities, and institutions. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,   
SSOC,3,4 – Advanced,"Self and Society – SOC3 Social Control and Agency of Individuals – Students using social science theory and methods will be able to critically analyze the bidirectional effects of various social contexts on the behavior of individuals, and the effect that individuals have on society.",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,     
SSOC,3,3 – Proficient,"Self and Society – SOC3 Social Control and Agency of Individuals – Students using social science theory and methods will be able to critically analyze the bidirectional effects of various social contexts on the behavior of individuals, and the effect that individuals have on society.",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,      
SSOC,3,2 – Progressing,"Self and Society – SOC3 Social Control and Agency of Individuals – Students using social science theory and methods will be able to critically analyze the bidirectional effects of various social contexts on the behavior of individuals, and the effect that individuals have on society.","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ",      
SSOC,3,1 – Beginning,"Self and Society – SOC3 Social Control and Agency of Individuals – Students using social science theory and methods will be able to critically analyze the bidirectional effects of various social contexts on the behavior of individuals, and the effect that individuals have on society.",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,     
SSOC,3,0 – Unsatisfactory,"Self and Society – SOC3 Social Control and Agency of Individuals – Students using social science theory and methods will be able to critically analyze the bidirectional effects of various social contexts on the behavior of individuals, and the effect that individuals have on society.",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,   
SSOC,4,4 – Advanced,"Self and Society – SOC4 Social Science Theory and Methodology – Students will be able to apply social science theory, methods, and ethics to better understand individuals and society and their interconnections. ",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,     
SSOC,4,3 – Proficient,"Self and Society – SOC4 Social Science Theory and Methodology – Students will be able to apply social science theory, methods, and ethics to better understand individuals and society and their interconnections. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,      
SSOC,4,2 – Progressing,"Self and Society – SOC4 Social Science Theory and Methodology – Students will be able to apply social science theory, methods, and ethics to better understand individuals and society and their interconnections. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ",      
SSOC,4,1 – Beginning,"Self and Society – SOC4 Social Science Theory and Methodology – Students will be able to apply social science theory, methods, and ethics to better understand individuals and society and their interconnections. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,     
SSOC,4,0 – Unsatisfactory,"Self and Society – SOC4 Social Science Theory and Methodology – Students will be able to apply social science theory, methods, and ethics to better understand individuals and society and their interconnections. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,   
